9,F-00194,SPIMB002574,ISPSSA001102,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DR. IGNACIO MORONES PRIETO,TRANSPLANTES,TRANSPLANTES,N/A,N/A,513.191.0233,CARRO CAMILLA PARA ADULTO (PACIENTE QUEMADO,N/A,N/A,STRYKER,PRIME 1105X + GEL,2022006400189,PROPIO,N/A,BUENO,FUNCIONAMIENTO COMPLETO,N/A,2022,2022,CONSUMIBLES Y/O ACCESORIOS Y MANTENIMIENTO Y/O REFACCIONES,PISTON,RUEDAS,COLCHON,POLIZA ANUAL DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO ILIMITADO CON REFACCIONES,,,,,1,1,1,1,,,,,CADA 6 MESES,EXTERNO,MC/MP,NO,SI,1/1/2026,SI,LA-E44-EMLIMSPL-INSABI-33-2022,POLAR HOSPITALARIA S.A. DE C.V,1/1/2024,1/1/2026, N/A,2,NA,NA,11-07-2024,ene-2025,jul-2025,ene-2026,,,,,,,,,,,
10,F-00195,SPIMB002574,ISPSSA001102,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DR. IGNACIO MORONES PRIETO,ALMACÉN DE ACTIVO FIJO,ACTIVO FIJO ALMACEN,N/A,N/A,513.191.0233,CARRO CAMILLA PARA ADULTO (PACIENTE QUEMADO,N/A,N/A,STRYKER,PRIME 1105X + GEL,2022006400190,PROPIO,N/A,BUENO,FUNCIONAMIENTO COMPLETO,N/A,2022,2022,CONSUMIBLES Y/O ACCESORIOS Y MANTENIMIENTO Y/O REFACCIONES,PISTON,RUEDAS,COLCHON,POLIZA ANUAL DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO ILIMITADO CON REFACCIONES,,,,,1,1,1,1,,,,,CADA 6 MESES,EXTERNO,MC/MP,NO,SI,1/5/2026,SI,LA-E44-EMLIMSPL-INSABI-33-2022,POLAR HOSPITALARIA S.A. DE C.V,30/4/2024,1/5/2026, N/A,2,NA,NA,13-11-2023,may-2024,nov-2024,may-2025,,,,,,,,,,,
11,F-7384,SPIMB002574,ISPSSA001102,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DR. IGNACIO MORONES PRIETO,ALMACÉN DE ACTIVO FIJO,ACTIVO FIJO ALMACEN,N/A,N/A,533.391.0106 ,ESTUFA BACTERIOLOGICA ,N/A,N/A,BINDER,BD56 ,20210000019920,PROPIO,N/A,BUENO,FUNCIONAMIENTO COMPLETO,N/A,2022,2022,CONSUMIBLES Y/O ACCESORIOS Y MANTENIMIENTO Y/O REFACCIONES,POLIZA ANUAL DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO ILIMITADO CON REFACCIONES,,,,,,,,1,,,,,,,,CADA 12 MESES,EXTERNO,MC/MP,NO,SI,N/A,SI,LA-E44-EMLIMSLP-INSABI-12-2022,DERIMEX S.A. DE C.V.,N/A,N/A, N/A,1,NA,NA,N/A,N/A,N/A,N/A,,,,,,,,,,,
12,F-11154,SPIMB002574,ISPSSA001102,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DR. IGNACIO MORONES PRIETO,FARMACIA,ALMACEN,N/A,N/A,531.773.0322,REFRIGERADOR PARA REACTIVOS Y PRODUCTOS BIOLOGICOS,N/A,N/A,HELMER,ILR113-GX,2128541,PROPIO,N/A,BUENO,FUNCIONAMIENTO COMPLETO,N/A,2022,2022,CONSUMIBLES Y/O ACCESORIOS Y MANTENIMIENTO Y/O REFACCIONES,POLIZA ANUAL DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO ILIMITADO CON REFACCIONES,BATERÍAS,DISCO GRAFICADOR DE TEMPERATURA,GAS REFRIGERANTE,,,,,1,1,1,1,,,,,CADA 6 MESES,EXTERNO,MC/MP,NO,SI,1/6/2025,SI,LA-I-31-EMLIMSLP-INSABI-01-2023,"ABASTECEDORA TECNOLOGICA ESPECIALIZADA, S.A. DE C.V.",1/6/2023,1/6/2025, N/A,2,NA,NA,13-06-2024,dic-2024,jun-2025,dic-2025,,,,,,,,,,,
13,F-11155,SPIMB002574,ISPSSA001102,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DR. IGNACIO MORONES PRIETO,FARMACIA,ALMACEN,N/A,N/A,531.773.0322,REFRIGERADOR PARA REACTIVOS Y PRODUCTOS BIOLOGICOS,N/A,N/A,HELMER,ILR113-GX,2128542,PROPIO,N/A,BUENO,FUNCIONAMIENTO COMPLETO,N/A,2022,2022,CONSUMIBLES Y/O ACCESORIOS Y MANTENIMIENTO Y/O REFACCIONES,POLIZA ANUAL DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO ILIMITADO CON REFACCIONES,BATERÍAS,DISCO GRAFICADOR DE TEMPERATURA,GAS REFRIGERANTE,,,,,1,1,1,1,,,,,CADA 6 MESES,EXTERNO,MC/MP,NO,SI,1/7/2025,SI,LA-I-31-EMLIMSLP-INSABI-01-2023,"ABASTECEDORA TECNOLOGICA ESPECIALIZADA, S.A. DE C.V.",1/7/2023,1/7/2025, N/A,2,NA,NA,13-06-2024,ene-2025,jul-2025,ene-2026,,,,,,,,,,,
14,F-11156,SPIMB002574,ISPSSA001102,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DR. IGNACIO MORONES PRIETO,FARMACIA,ALMACEN,N/A,N/A,531.773.0322,REFRIGERADOR PARA REACTIVOS Y PRODUCTOS BIOLOGICOS,N/A,N/A,HELMER,ILR113-GX,2128583,PROPIO,N/A,BUENO,FUNCIONAMIENTO COMPLETO,N/A,2022,2022,CONSUMIBLES Y/O ACCESORIOS Y MANTENIMIENTO Y/O REFACCIONES,POLIZA ANUAL DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO ILIMITADO CON REFACCIONES,BATERÍAS,DISCO GRAFICADOR DE TEMPERATURA,GAS REFRIGERANTE,,,,,1,1,1,1,,,,,CADA 12 MESES,EXTERNO,MC/MP,NO,SI,N/A,SI,LA-I-31-EMLIMSLP-INSABI-01-2023,"ABASTECEDORA TECNOLOGICA ESPECIALIZADA, S.A. DE C.V.",N/A,N/A, N/A,1,NA,NA,13-06-2024,NA,N/A,N/A,,,,,,,,,,,
15,F-11160,SPIMB002574,ISPSSA001102,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DR. IGNACIO MORONES PRIETO,FARMACIA,ALMACEN,N/A,N/A,531.773.0322,REFRIGERADOR PARA REACTIVOS Y PRODUCTOS BIOLOGICOS,N/A,N/A,HELMER,ILR113-GX,2128684,PROPIO,N/A,BUENO,FUNCIONAMIENTO COMPLETO,N/A,2022,2022,CONSUMIBLES Y/O ACCESORIOS Y MANTENIMIENTO Y/O REFACCIONES,POLIZA ANUAL DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO ILIMITADO CON REFACCIONES,BATERÍAS,DISCO GRAFICADOR DE TEMPERATURA,GAS REFRIGERANTE,,,,,1,1,1,1,,,,,CADA 6 MESES,EXTERNO,MC/MP,NO,SI,1/6/2025,SI,LA-I-31-EMLIMSLP-INSABI-01-2023,"ABASTECEDORA TECNOLOGICA ESPECIALIZADA, S.A. DE C.V.",1/6/2023,1/6/2025, N/A,2,NA,NA,13-06-2024,dic-2024,jun-2025,dic-2025,,,,,,,,,,,
16,F-11161,SPIMB002574,ISPSSA001102,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DR. IGNACIO MORONES PRIETO,FARMACIA,ALMACEN,N/A,N/A,531.773.0322,REFRIGERADOR PARA REACTIVOS Y PRODUCTOS BIOLOGICOS,N/A,N/A,HELMER,ILR113-GX,2128685,PROPIO,N/A,BUENO,FUNCIONAMIENTO COMPLETO,N/A,2022,2022,CONSUMIBLES Y/O ACCESORIOS Y MANTENIMIENTO Y/O REFACCIONES,POLIZA ANUAL DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO ILIMITADO CON REFACCIONES,BATERÍAS,DISCO GRAFICADOR DE TEMPERATURA,GAS REFRIGERANTE,,,,,1,1,1,1,,,,,CADA 6 MESES,EXTERNO,MC/MP,NO,SI,1/6/2025,SI,LA-I-31-EMLIMSLP-INSABI-01-2023,"ABASTECEDORA TECNOLOGICA ESPECIALIZADA, S.A. DE C.V.",1/6/2023,1/6/2025, N/A,2,NA,NA,13-06-2024,dic-2024,jun-2025,dic-2025,,,,,,,,,,,
17,F-11166,SPIMB002574,ISPSSA001102,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DR. IGNACIO MORONES PRIETO,FARMACIA,ALMACEN,N/A,N/A,531.773.0322,REFRIGERADOR PARA REACTIVOS Y PRODUCTOS BIOLOGICOS,N/A,N/A,HELMER,ILR113-GX,2128703,PROPIO,N/A,BUENO,FUNCIONAMIENTO COMPLETO,N/A,2022,2022,CONSUMIBLES Y/O ACCESORIOS Y MANTENIMIENTO Y/O REFACCIONES,POLIZA ANUAL DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO ILIMITADO CON REFACCIONES,BATERÍAS,DISCO GRAFICADOR DE TEMPERATURA,GAS REFRIGERANTE,,,,,1,1,1,1,,,,,CADA 6 MESES,EXTERNO,MC/MP,NO,SI,1/6/2025,SI,LA-I-31-EMLIMSLP-INSABI-01-2023,"ABASTECEDORA TECNOLOGICA ESPECIALIZADA, S.A. DE C.V.",1/6/2023,1/6/2025, N/A,2,NA,NA,13-06-2024,dic-2024,jun-2025,dic-2025,,,,,,,,,,,
18,F-11167,SPIMB002574,ISPSSA001102,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DR. IGNACIO MORONES PRIETO,FARMACIA,ALMACEN,N/A,N/A,531.773.0322,REFRIGERADOR PARA REACTIVOS Y PRODUCTOS BIOLOGICOS,N/A,N/A,HELMER,ILR113-GX,2128871,PROPIO,N/A,BUENO,FUNCIONAMIENTO COMPLETO,N/A,2022,2022,CONSUMIBLES Y/O ACCESORIOS Y MANTENIMIENTO Y/O REFACCIONES,POLIZA ANUAL DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO ILIMITADO CON REFACCIONES,BATERÍAS,DISCO GRAFICADOR DE TEMPERATURA,GAS REFRIGERANTE,,,,,1,1,1,1,,,,,CADA 6 MESES,EXTERNO,MC/MP,NO,SI,1/7/2025,SI,LA-I-31-EMLIMSLP-INSABI-01-2023,"ABASTECEDORA TECNOLOGICA ESPECIALIZADA, S.A. DE C.V.",1/7/2023,1/7/2025, N/A,2,NA,NA,13-06-2024,dic-2024,jun-2025,dic-2025,,,,,,,,,,,
19,F-11169,SPIMB002574,ISPSSA001102,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DR. IGNACIO MORONES PRIETO,FARMACIA,ALMACEN,N/A,N/A,531.773.0322,REFRIGERADOR PARA REACTIVOS Y PRODUCTOS BIOLOGICOS,N/A,N/A,HELMER,ILR113-GX,2128873,PROPIO,N/A,BUENO,FUNCIONAMIENTO COMPLETO,N/A,2022,2022,CONSUMIBLES Y/O ACCESORIOS Y MANTENIMIENTO Y/O REFACCIONES,POLIZA ANUAL DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO ILIMITADO CON REFACCIONES,BATERÍAS,DISCO GRAFICADOR DE TEMPERATURA,GAS REFRIGERANTE,,,,,1,1,1,1,,,,,CADA 6 MESES,EXTERNO,MC/MP,NO,SI,1/7/2025,SI,LA-I-31-EMLIMSLP-INSABI-01-2023,"ABASTECEDORA TECNOLOGICA ESPECIALIZADA, S.A. DE C.V.",1/7/2023,1/7/2025, N/A,2,NA,NA,13-06-2024,ene-2025,jul-2025,ene-2026,,,,,,,,,,,
20,F-11174,SPIMB002574,ISPSSA001102,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DR. IGNACIO MORONES PRIETO,FARMACIA,,N/A,N/A,531.773.0322,REFRIGERADOR PARA REACTIVOS Y PRODUCTOS BIOLOGICOS,N/A,N/A,HELMER,ILR113-GX,2129117,PROPIO,N/A,BUENO,FUNCIONAMIENTO COMPLETO,N/A,2022,2022,CONSUMIBLES Y/O ACCESORIOS Y MANTENIMIENTO Y/O REFACCIONES,POLIZA ANUAL DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO ILIMITADO CON REFACCIONES,BATERÍAS,DISCO GRAFICADOR DE TEMPERATURA,GAS REFRIGERANTE,,,,,1,1,1,1,,,,,CADA 6 MESES,EXTERNO,MC/MP,NO,SI,1/6/2025,SI,LA-I-31-EMLIMSLP-INSABI-01-2023,"ABASTECEDORA TECNOLOGICA ESPECIALIZADA, S.A. DE C.V.",1/6/2023,1/6/2025, N/A,2,NA,NA,13-06-2024,dic-2024,jun-2025,dic-2025,,,,,,,,,,,
21,F-11179,SPIMB002574,ISPSSA001102,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DR. IGNACIO MORONES PRIETO,FARMACIA,ALMACEN,N/A,N/A,531.773.0322,REFRIGERADOR PARA REACTIVOS Y PRODUCTOS BIOLOGICOS,N/A,N/A,HELMER,ILR113-GX,2129122,PROPIO,N/A,BUENO,FUNCIONAMIENTO COMPLETO,N/A,2022,2022,CONSUMIBLES Y/O ACCESORIOS Y MANTENIMIENTO Y/O REFACCIONES,POLIZA ANUAL DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO ILIMITADO CON REFACCIONES,BATERÍAS,DISCO GRAFICADOR DE TEMPERATURA,GAS REFRIGERANTE,,,,,1,1,1,1,,,,,CADA 6 MESES,EXTERNO,MC/MP,NO,SI,1/6/2025,SI,LA-I-31-EMLIMSLP-INSABI-01-2023,"ABASTECEDORA TECNOLOGICA ESPECIALIZADA, S.A. DE C.V.",1/6/2023,1/6/2025, N/A,2,NA,NA,13-06-2024,dic-2024,jun-2025,dic-2025,,,,,,,,,,,
22,HC-14887,SPIMB002574,ISPSSA001102,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DR. IGNACIO MORONES PRIETO,QUIRÓFANO,AMBULATORIA,N/A,N/A,531.661.0079,UNIDAD DE FACOEMULSIFICACIÓN,N/A,N/A,BAUSH & LOMB,STELLARIS,SPC00608,PROPIO,N/A,BUENO,FUNCION/AMIENTO COMPLETO,N/A,SIN DATO,SIN DATO,CONSUMIBLES Y/O ACCESORIOS Y MANTENIMIENTO Y/O REFACCIONES,COMM CABLE ASSY / USER INTERFACE COMPUTER III PC,POLIZA ANUAL DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO ILIMITADO CON REFACCIONES,,,,,,,1,1,,,,,,,CADA 6 MESES,EXTERNO,MC/MP,NO,NO,N/A,NO,N/A,N/A,N/A,N/A, N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,
23,HC-007984,SPIMB002574,ISPSSA001102,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DR. IGNACIO MORONES PRIETO,AN/ATOMÍA PATOLÓGIA,AN/ATOMÍA PATOLÓGIA,N/A,N/A,533.631.0155,CRIOSTATO,N/A,N/A,LEICA,CM 1510 S,6487/06.2011,PROPIO,N/A,FUERA DE SERVICIO,FUERA DE SERVICIO,"MANIJA NIVELADORA DESBALANCEADA, SOBRECALENTAMIENTO Y DAÑO EN COMPONENTES INTERNOS",,SIN DATO,CONSUMIBLES Y/O ACCESORIOS Y MANTENIMIENTO Y/O REFACCIONES,SUSTITUCION,,,,,,,,1,,,,,,,,CADA 6 MESES,EXTERNO,MC/MP,NO,NO,N/A,NO,N/A,N/A,N/A,N/A, N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,
24,HC-3024,SPIMB002574,ISPSSA001102,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DR. IGNACIO MORONES PRIETO,AN/ATOMÍA PATOLÓGIA,AN/ATOMÍA PATOLÓGIA,N/A,N/A,533.622.1006,MICROSCOPIO CON DOBLE CABEZAL,N/A,N/A,OLYMPUS,CX20/CH20,0A17794 ,PROPIO,N/A,REGULAR,FUNCION/A PARCIALMENTE,N/A,2014,SIN DATO,CONSUMIBLES Y/O ACCESORIOS Y MANTENIMIENTO Y/O REFACCIONES,LENTES,OBJETIVOS, FOCOS,LAMINILLAS,,,,,1,1,1,1,,,,,CADA 6 MESES,EXTERNO,MC/MP,NO,NO,N/A,NO,N/A,N/A,N/A,N/A, N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,
